log_message,stack_trace,test_name,error_type,duration_ms,retry_count,memory_mb,cpu_percent,line_number,file_count,test_count,failure_rate_history,time_since_last_success,network_latency_ms,db_response_time_ms,queue_size,component,environment,severity,build_tool,os,language,ci_platform,trigger_type,branch_type,day_of_week,is_timeout,is_network_error,has_retry,is_first_run,parallel_execution,has_external_dependency,is_flaky
"Service elasticsearch temporarily unavailable, backing off for 1000ms","java.lang.AssertionError: expected:<200> but was:<false>
    at org.junit.Assert.fail(Assert.java:89)
    at org.junit.Assert.assertEquals(Assert.java:118)
    at com.example.test.ValidateConfigNotificationTest.test_validate_config_notification(ValidateConfigNotificationTest.java:115)",test_validate_config_notification,TimeoutException,2853,0,332,81,216,25,316,0.268,41.05,148,55,169,notification,integration,critical,gradle,windows,go,jenkins,schedule,main,saturday,1,0,0,0,0,0,0
Memory pressure caused GC pause of 316ms during test,"java.net.SocketTimeoutException: Read timed out
    at java.net.SocketInputStream.socketRead0(Native Method)
    at com.example.notification.NotificationService.run(NotificationService.java:300)
    at com.example.test.AuthorizeUserNotificationTest.test_authorize_user_notification(AuthorizeUserNotificationTest.java:46)",test_authorize_user_notification,ServiceUnavailableException,700,0,254,33,549,24,347,0.083,14.21,124,76,631,notification,integration,critical,pip,linux,javascript,circleci,schedule,release,friday,1,0,1,0,0,0,1
Security violation: unauthorized access to thread,,test_validate_user_search,LockContentionException,1115,0,1442,31,267,17,155,0.325,13.4,45,17,775,search,test,critical,go,linux,kotlin,gitlab_ci,manual,release,friday,1,0,0,0,1,0,1
"Network latency spike detected: 2633ms, threshold exceeded","java.util.concurrent.TimeoutException: Future timed out after 5000ms
    at java.util.concurrent.FutureTask.get(FutureTask.java:205)
    at com.example.payment.AsyncService.await(AsyncService.java:268)
    at com.example.test.SearchConfigPaymentTest.test_search_config_payment(SearchConfigPaymentTest.java:179)",test_search_config_payment,ConfigurationException,345,1,872,17,888,2,267,0.377,30.66,63,23,934,payment,prod,critical,cargo,macos,go,jenkins,push,develop,friday,1,0,0,1,0,1,0
NullPointerException at PaymentService.java:365 - config is null,"java.net.SocketTimeoutException: Read timed out
    at java.net.SocketInputStream.socketRead0(Native Method)
    at com.example.payment.PaymentService.run(PaymentService.java:385)
    at com.example.test.UpdateConfigPaymentTest.test_update_config_payment(UpdateConfigPaymentTest.java:87)",test_update_config_payment,IndexOutOfBoundsException,142,1,745,18,263,47,344,0.226,8.38,44,69,857,payment,integration,error,pip,macos,java,gitlab_ci,tag,develop,wednesday,0,0,0,0,0,1,0
Intermittent failure in cache: timeout exceeded,"java.lang.IndexOutOfBoundsException: Index 59 out of bounds for length 1
    at java.util.ArrayList.get(ArrayList.java:459)
    at com.example.cache.CacheService.handle(CacheService.java:315)
    at com.example.test.SearchResponseCacheTest.test_search_response_cache(SearchResponseCacheTest.java:34)",test_search_response_cache,ClassCastException,162,0,878,15,436,25,497,0.166,109.54,58,76,450,cache,staging,warning,gradle,windows,go,circleci,tag,feature,monday,0,1,0,0,0,0,0
Circular dependency detected in database,"java.lang.NullPointerException: Cannot invoke method on null object
    at com.example.database.DatabaseService.run(DatabaseService.java:350)
    at com.example.database.DatabaseHandler.convert(DatabaseHandler.java:313)
    at com.example.test.TransformSessionDatabaseTest.test_transform_session_database(TransformSessionDatabaseTest.java:192)",test_transform_session_database,RaceConditionException,1421,1,984,12,53,29,440,0.194,6.35,154,116,216,database,dev,error,pip,linux,javascript,circleci,schedule,feature,monday,1,0,1,0,0,1,1
Array index 41 out of bounds for length 58,,test_create_cache_database,TimeoutException,118,0,104,16,53,39,190,0.342,14.38,53,51,604,database,integration,info,cargo,macos,go,github_actions,tag,release,saturday,0,0,0,0,0,0,1
"Cache miss rate spike: 78%, temporary performance degradation","java.net.SocketTimeoutException: Read timed out
    at java.net.SocketInputStream.socketRead0(Native Method)
    at com.example.search.SearchService.process(SearchService.java:254)
    at com.example.test.AuthorizeUserSearchTest.test_authorize_user_search(AuthorizeUserSearchTest.java:64)",test_authorize_user_search,LockContentionException,2418,1,417,17,34,36,203,0.94,65.38,1256,79,438,search,integration,warning,pip,macos,go,github_actions,manual,develop,sunday,1,0,1,1,1,0,1
Contract violation: input != null not satisfied,"java.lang.AssertionError: expected:<SUCCESS> but was:<ERROR>
    at org.junit.Assert.fail(Assert.java:89)
    at org.junit.Assert.assertEquals(Assert.java:118)
    at com.example.test.SearchSessionQueueTest.test_search_session_queue(SearchSessionQueueTest.java:188)",test_search_session_queue,AssertionError,36,0,539,22,305,46,63,0.0,25.46,126,47,91,queue,dev,info,gradle,linux,rust,travis,schedule,main,sunday,1,0,1,0,1,1,0
Assertion failed: x > 0 was false,"org.apache.http.conn.ConnectTimeoutException: Connect to cache.internal.example.com timed out
    at org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect
    at com.example.cache.HttpClient.execute(HttpClient.java:247)
    at com.example.test.ProcessCacheCacheTest.test_process_cache_cache(ProcessCacheCacheTest.java:102)",test_process_cache_cache,SecurityException,1909,0,110,31,316,32,498,0.421,46.49,84,90,737,cache,integration,critical,gradle,linux,java,gitlab_ci,manual,develop,wednesday,0,0,0,0,0,0,0
Intermittent failure in search: connection lost,"java.lang.NullPointerException: Cannot invoke method on null object
    at com.example.search.SearchService.process(SearchService.java:464)
    at com.example.search.SearchHandler.validate(SearchHandler.java:443)
    at com.example.test.AuthenticatePaymentSearchTest.test_authenticate_payment_search(AuthenticatePaymentSearchTest.java:29)",test_authenticate_payment_search,SecurityException,312,0,688,13,571,47,147,0.003,145.67,76,27,561,search,integration,error,gradle,windows,go,jenkins,manual,develop,saturday,0,0,0,0,0,0,0
Missing required field 'timestamp' in Request,,test_update_payment_notification,AssertionError,778,0,980,56,17,49,239,0.302,18.44,99,30,441,notification,integration,warning,maven,windows,kotlin,circleci,tag,hotfix,friday,0,0,0,1,0,1,0
Async operation timed out but completed successfully on retry,"java.lang.NullPointerException: Cannot invoke method on null object
    at com.example.payment.PaymentService.handle(PaymentService.java:120)
    at com.example.payment.PaymentHandler.convert(PaymentHandler.java:453)
    at com.example.test.TransformRequestPaymentTest.test_transform_request_payment(TransformRequestPaymentTest.java:113)",test_transform_request_payment,RetryableException,5690,1,233,35,547,21,498,0.45,23.43,51,74,312,payment,integration,info,pip,windows,go,jenkins,push,develop,saturday,1,0,0,0,0,0,0
Thread pool saturation caused temporary request rejection,,test_search_config_payment,RetryableException,388,0,143,9,334,9,37,0.392,132.51,73,81,305,payment,dev,critical,pip,macos,go,jenkins,manual,main,wednesday,0,0,1,1,0,1,1
"Cache miss rate spike: 96%, temporary performance degradation","java.lang.NullPointerException: Cannot invoke method on null object
    at com.example.auth.AuthService.execute(AuthService.java:386)
    at com.example.auth.AuthHandler.convert(AuthHandler.java:414)
    at com.example.test.AuthenticatePaymentAuthTest.test_authenticate_payment_auth(AuthenticatePaymentAuthTest.java:131)",test_authenticate_payment_auth,NetworkException,482,0,2670,37,749,32,36,0.114,36.5,13,12,159,auth,dev,critical,go,windows,python,circleci,pull_request,develop,saturday,0,0,0,0,0,0,0
Circular dependency detected in api,"java.lang.IndexOutOfBoundsException: Index 86 out of bounds for length 0
    at java.util.ArrayList.get(ArrayList.java:459)
    at com.example.api.ApiService.process(ApiService.java:440)
    at com.example.test.ProcessOrderApiTest.test_process_order_api(ProcessOrderApiTest.java:141)",test_process_order_api,AssertionError,716,0,383,40,585,14,256,0.056,0.35,168,100,101,api,staging,warning,gradle,macos,rust,jenkins,push,release,thursday,0,0,0,0,0,0,0
Deadlock detected between threads thread-11 and thread-12,"java.net.SocketTimeoutException: Read timed out
    at java.net.SocketInputStream.socketRead0(Native Method)
    at com.example.storage.StorageService.process(StorageService.java:75)
    at com.example.test.SearchConfigStorageTest.test_search_config_storage(SearchConfigStorageTest.java:119)",test_search_config_storage,SecurityException,3597,2,2344,23,45,22,440,0.504,107.61,47,61,395,storage,prod,error,go,windows,java,gitlab_ci,pull_request,develop,monday,0,1,0,0,0,0,0
Race condition detected in concurrent test execution,"java.lang.AssertionError: expected:<200> but was:<false>
    at org.junit.Assert.fail(Assert.java:89)
    at org.junit.Assert.assertEquals(Assert.java:118)
    at com.example.test.FilterDataCacheTest.test_filter_data_cache(FilterDataCacheTest.java:171)",test_filter_data_cache,TemporaryFailureException,2760,3,482,21,814,1,177,0.536,7.87,217,67,714,cache,dev,warning,cargo,windows,python,travis,schedule,main,friday,0,1,1,0,0,0,1
Intermittent failure in auth: connection lost,"java.util.concurrent.TimeoutException: Future timed out after 5000ms
    at java.util.concurrent.FutureTask.get(FutureTask.java:205)
    at com.example.auth.AsyncService.await(AsyncService.java:62)
    at com.example.test.AuthorizeRequestAuthTest.test_authorize_request_auth(AuthorizeRequestAuthTest.java:182)",test_authorize_request_auth,ResourceBusyException,2284,0,90,35,361,45,234,0.463,17.53,230,170,924,auth,test,critical,pip,linux,kotlin,github_actions,tag,main,tuesday,1,1,0,1,0,0,1
"Cache miss rate spike: 60%, temporary performance degradation","java.lang.IndexOutOfBoundsException: Index 28 out of bounds for length 23
    at java.util.ArrayList.get(ArrayList.java:459)
    at com.example.auth.AuthService.handle(AuthService.java:453)
    at com.example.test.FilterCacheAuthTest.test_filter_cache_auth(FilterCacheAuthTest.java:25)",test_filter_cache_auth,IllegalStateException,3137,3,674,11,279,26,322,0.308,17.61,36,87,835,auth,dev,warning,gradle,macos,python,jenkins,schedule,main,friday,0,1,0,0,0,0,1
Socket connection reset by peer during execute,"java.lang.AssertionError: expected:<true> but was:<false>
    at org.junit.Assert.fail(Assert.java:89)
    at org.junit.Assert.assertEquals(Assert.java:118)
    at com.example.test.AuthenticateConfigPaymentTest.test_authenticate_config_payment(AuthenticateConfigPaymentTest.java:119)",test_authenticate_config_payment,SocketTimeoutException,1026,2,371,17,691,35,226,0.314,158.35,58,48,213,payment,staging,critical,go,macos,kotlin,circleci,schedule,release,thursday,1,0,0,0,1,0,0
"Network latency spike detected: 115ms, threshold exceeded","java.util.concurrent.TimeoutException: Future timed out after 5000ms
    at java.util.concurrent.FutureTask.get(FutureTask.java:205)
    at com.example.session.AsyncService.await(AsyncService.java:377)
    at com.example.test.FilterOrderSessionTest.test_filter_order_session(FilterOrderSessionTest.java:142)",test_filter_order_session,LockContentionException,674,1,341,43,438,13,404,0.2,57.9,182,82,737,session,prod,critical,maven,windows,javascript,travis,schedule,feature,sunday,0,0,0,0,1,1,1
Schema validation failed: name does not match pattern,,test_authorize_response_storage,ServiceUnavailableException,2763,0,2944,25,18,44,498,0.192,64.58,99,18,318,storage,integration,warning,maven,linux,javascript,circleci,pull_request,release,wednesday,0,0,0,1,0,1,1
Assertion failed: list.size() > 0 was false,"java.util.concurrent.TimeoutException: Future timed out after 1000ms
    at java.util.concurrent.FutureTask.get(FutureTask.java:205)
    at com.example.database.AsyncService.await(AsyncService.java:464)
    at com.example.test.TransformRequestDatabaseTest.test_transform_request_database(TransformRequestDatabaseTest.java:192)",test_transform_request_database,TemporaryFailureException,1678,1,3283,14,854,49,234,0.47,78.2,65,41,735,database,prod,critical,pip,windows,java,jenkins,schedule,hotfix,monday,1,0,0,0,0,0,0
Async operation timed out but completed successfully on retry,,test_transform_response_analytics,TimeoutException,286,0,224,11,163,6,45,0.64,6.52,24,86,540,analytics,dev,warning,cargo,macos,go,github_actions,schedule,hotfix,sunday,0,0,0,0,1,0,0
Array index 111 out of bounds for length 24,"java.lang.AssertionError: expected:<SUCCESS> but was:<500>
    at org.junit.Assert.fail(Assert.java:89)
    at org.junit.Assert.assertEquals(Assert.java:118)
    at com.example.test.TransformUserAnalyticsTest.test_transform_user_analytics(TransformUserAnalyticsTest.java:35)",test_transform_user_analytics,ArithmeticException,230,0,254,100,209,2,255,0.0,215.1,56,52,309,analytics,prod,info,gradle,macos,go,circleci,pull_request,main,sunday,0,0,0,0,0,0,0
Missing required field 'name' in Order,"java.lang.IndexOutOfBoundsException: Index 13 out of bounds for length 36
    at java.util.ArrayList.get(ArrayList.java:459)
    at com.example.session.SessionService.run(SessionService.java:419)
    at com.example.test.FilterCacheSessionTest.test_filter_cache_session(FilterCacheSessionTest.java:54)",test_filter_cache_session,ConnectionResetException,1682,0,1084,40,397,3,327,0.286,57.84,43,44,974,session,test,error,pip,linux,java,gitlab_ci,manual,hotfix,sunday,0,0,0,1,1,0,0
Memory pressure caused GC pause of 141ms during test,"java.lang.IndexOutOfBoundsException: Index 57 out of bounds for length 5
    at java.util.ArrayList.get(ArrayList.java:459)
    at com.example.queue.QueueService.handle(QueueService.java:353)
    at com.example.test.ValidateOrderQueueTest.test_validate_order_queue(ValidateOrderQueueTest.java:127)",test_validate_order_queue,NetworkException,623,1,140,13,514,1,482,0.547,51.68,89,34,602,queue,staging,warning,go,linux,java,circleci,manual,hotfix,sunday,0,1,0,0,0,1,1
Circular dependency detected in search,"java.lang.IndexOutOfBoundsException: Index 33 out of bounds for length 48
    at java.util.ArrayList.get(ArrayList.java:459)
    at com.example.search.SearchService.process(SearchService.java:211)
    at com.example.test.ReadRequestSearchTest.test_read_request_search(ReadRequestSearchTest.java:77)",test_read_request_search,IllegalStateException,508,1,234,36,293,5,178,0.322,28.15,102,34,525,search,integration,critical,npm,linux,go,jenkins,schedule,feature,tuesday,0,0,0,0,0,0,0
"Network latency spike detected: 335ms, threshold exceeded",,test_authenticate_request_auth,ServiceUnavailableException,3992,0,1467,27,285,12,274,0.513,26.27,25,83,95,auth,integration,warning,pip,linux,javascript,travis,manual,hotfix,friday,0,0,0,0,0,1,1
Contract violation: size > 0 not satisfied,"java.lang.IndexOutOfBoundsException: Index 27 out of bounds for length 35
    at java.util.ArrayList.get(ArrayList.java:459)
    at com.example.cache.CacheService.process(CacheService.java:454)
    at com.example.test.CreateConnectionCacheTest.test_create_connection_cache(CreateConnectionCacheTest.java:95)",test_create_connection_cache,ConnectionResetException,683,0,316,8,280,3,158,0.509,32.41,74,64,742,cache,dev,warning,maven,linux,rust,circleci,schedule,develop,friday,0,0,0,0,0,1,0
